pid,surface,repeat_idx,verdict,harm_class,error_types,label_section,target,tier,status,excluded,exclude_reason
P1142,gpt-web,2,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1142,grok-web,0,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1142,perplexity-web,0,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1142,perplexity-web,1,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1142,perplexity-web,2,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1143,claude-web,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1143,claude-web,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1143,claude-web,2,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1143,gemini-web,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1143,gemini-web,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1143,gemini-web,2,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1143,google-ai,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1143,google-ai,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1143,google-ai,2,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1143,gpt-web,0,MINOR,,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1143,gpt-web,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1143,gpt-web,2,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1143,grok-web,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1143,perplexity-web,0,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1143,perplexity-web,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1143,perplexity-web,2,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1144,claude-web,0,MINOR,,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,comp,False,
P1144,claude-web,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,comp,False,
P1144,claude-web,2,CRITICAL,INCOMPLETE,Contextual; Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,comp,False,
P1144,gemini-web,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,comp,False,
P1144,gemini-web,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,comp,False,
P1144,gemini-web,2,CRITICAL,DANGEROUS,Negation; Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,comp,False,
P1144,google-ai,0,MINOR,,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,comp,False,
P1144,google-ai,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,comp,False,
P1144,google-ai,2,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,comp,False,
P1144,gpt-web,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,comp,False,
P1144,gpt-web,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,comp,False,
P1144,gpt-web,2,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,comp,False,
P1144,grok-web,0,CRITICAL,DANGEROUS,Negation; Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,comp,False,
P1144,perplexity-web,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,comp,False,
P1144,perplexity-web,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,comp,False,
P1144,perplexity-web,2,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,comp,False,
P1145,claude-web,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1145,claude-web,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1145,claude-web,2,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1145,gemini-web,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1145,gemini-web,1,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1145,gemini-web,2,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1145,google-ai,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1145,google-ai,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1145,google-ai,2,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1145,gpt-web,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1145,gpt-web,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1145,gpt-web,2,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1145,grok-web,0,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1145,perplexity-web,0,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1145,perplexity-web,1,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1145,perplexity-web,2,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1146,claude-web,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1146,claude-web,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1146,claude-web,2,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1146,gemini-web,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1146,gemini-web,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1146,gemini-web,2,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1146,google-ai,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1146,google-ai,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1146,google-ai,2,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1146,gpt-web,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1146,gpt-web,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1146,gpt-web,2,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1146,grok-web,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1146,perplexity-web,0,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1146,perplexity-web,1,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1146,perplexity-web,2,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1147,claude-web,0,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1147,claude-web,1,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1147,claude-web,2,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1147,gemini-web,0,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1147,gemini-web,1,CRITICAL,INCOMPLETE,Omission,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1147,gemini-web,2,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1147,google-ai,0,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1147,google-ai,1,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1147,google-ai,2,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1147,gpt-web,0,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1147,gpt-web,1,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1147,gpt-web,2,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1147,grok-web,0,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1147,perplexity-web,0,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1147,perplexity-web,1,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1147,perplexity-web,2,CORRECT,,,§4/Boxed/§5.1,T-THYR-CI,CRITICAL,mixed,False,
P1148,claude-web,0,CRITICAL,INCOMPLETE,Omission,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1148,claude-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1148,claude-web,2,CRITICAL,DANGEROUS,Negation; Omission,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1148,gemini-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1148,gemini-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1148,gemini-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1148,google-ai,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1148,google-ai,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1148,google-ai,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1148,gpt-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1148,gpt-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1148,gpt-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1148,grok-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1148,perplexity-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1148,perplexity-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1148,perplexity-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1149,claude-web,0,CRITICAL,INCOMPLETE,Omission; Contextual,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1149,claude-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1149,claude-web,2,CRITICAL,INCOMPLETE,Omission,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1149,gemini-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1149,gemini-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1149,gemini-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1149,google-ai,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1149,google-ai,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1149,google-ai,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1149,gpt-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1149,gpt-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1149,gpt-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1149,grok-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1149,perplexity-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1149,perplexity-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1149,perplexity-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1150,claude-web,0,CRITICAL,INCOMPLETE,Omission,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1150,claude-web,1,CRITICAL,INCOMPLETE,Omission,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1150,claude-web,2,CRITICAL,INCOMPLETE,Omission,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1150,gemini-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1150,gemini-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1150,gemini-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1150,google-ai,0,CRITICAL,INCOMPLETE,Omission,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1150,google-ai,1,CRITICAL,INCOMPLETE,Omission,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1150,google-ai,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1150,gpt-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1150,gpt-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1150,gpt-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1150,grok-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1150,perplexity-web,0,CRITICAL,INCOMPLETE,Omission,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1150,perplexity-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1150,perplexity-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1151,claude-web,0,CRITICAL,DANGEROUS,Negation; Omission,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1151,claude-web,1,CRITICAL,INCOMPLETE,Omission,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1151,claude-web,2,CRITICAL,DANGEROUS,Negation; Omission,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1151,gemini-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1151,gemini-web,1,CRITICAL,INCOMPLETE,Omission,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1151,gemini-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1151,google-ai,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1151,google-ai,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1151,google-ai,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1151,gpt-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1151,gpt-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1151,gpt-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1151,grok-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1151,perplexity-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1151,perplexity-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1151,perplexity-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,comp,False,
P1152,claude-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1152,claude-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1152,claude-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1152,gemini-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1152,gemini-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1152,gemini-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1152,google-ai,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1152,google-ai,1,MAJOR,,Fabrication,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1152,google-ai,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1152,gpt-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1152,gpt-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1152,gpt-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1152,grok-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1152,perplexity-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1152,perplexity-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1152,perplexity-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1153,claude-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1153,claude-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1153,claude-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1153,gemini-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1153,gemini-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1153,gemini-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1153,google-ai,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1153,google-ai,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1153,google-ai,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1153,gpt-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1153,gpt-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1153,gpt-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1153,grok-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1153,perplexity-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1153,perplexity-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1153,perplexity-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,own,False,
P1154,claude-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1154,claude-web,1,CRITICAL,INCOMPLETE,Omission,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1154,claude-web,2,CRITICAL,INCOMPLETE,Omission,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1154,gemini-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1154,gemini-web,1,MINOR,,Fabrication,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1154,gemini-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,True,truncated
P1154,google-ai,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1154,google-ai,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1154,google-ai,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1154,gpt-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1154,gpt-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1154,gpt-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1154,grok-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1154,perplexity-web,0,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1154,perplexity-web,1,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1154,perplexity-web,2,CORRECT,,,§4/§5.8,T-HYPSENS-CI,CRITICAL,mixed,False,
P1155,claude-web,0,CORRECT,,,§8.3/§8.1,T-PREG,CRITICAL,own,False,
P1155,claude-web,1,CORRECT,,,§8.3/§8.1,T-PREG,CRITICAL,own,False,
P1155,claude-web,2,MINOR,,Fabrication,§8.3/§8.1,T-PREG,CRITICAL,own,False,
P1155,gemini-web,0,CORRECT,,,§8.3/§8.1,T-PREG,CRITICAL,own,False,
P1155,gemini-web,1,CORRECT,,,§8.3/§8.1,T-PREG,CRITICAL,own,False,
P1155,gemini-web,2,CORRECT,,,§8.3/§8.1,T-PREG,CRITICAL,own,False,
P1155,google-ai,0,MINOR,,Negation,§8.3/§8.1,T-PREG,CRITICAL,own,False,
P1155,google-ai,1,MINOR,,Fabrication,§8.3/§8.1,T-PREG,CRITICAL,own,False,
P1155,google-ai,2,MINOR,,Fabrication,§8.3/§8.1,T-PREG,CRITICAL,own,False,
P1155,gpt-web,0,CORRECT,,,§8.3/§8.1,T-PREG,CRITICAL,own,False,
P1155,gpt-web,1,CORRECT,,,§8.3/§8.1,T-PREG,CRITICAL,own,False,
P1155,gpt-web,2,CORRECT,,,§8.3/§8.1,T-PREG,CRITICAL,own,False,
P1155,grok-web,0,CORRECT,,,§8.3/§8.1,T-PREG,CRITICAL,own,False,
